task,model,correction,semantic_similarity
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.62930244
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.5124131
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.6666641
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.5149901
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.41179034
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.55829084
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.42219362
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.60122764
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.66586095
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.53940105
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.62119484
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.43692714
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.6127477
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.72234464
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.49742967
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.6193242
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.64549404
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.59981394
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.35751414
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.506148
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.51015455
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.6163635
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.6368019
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.62944335
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.50304157
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.65825117
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.5395721
storytelling,huggingface/tiiuae/falcon-7b-instruct,voting,0.5128814
storytelling,lambda/lambda-llama2-13b,voting,0.55798805
storytelling,lambda/lambda-llama2-13b,voting,0.6456164
storytelling,lambda/lambda-llama2-13b,voting,0.5945574
storytelling,lambda/lambda-llama2-13b,voting,0.74416
storytelling,lambda/lambda-llama2-13b,voting,0.628536
storytelling,lambda/lambda-llama2-13b,voting,0.506333
storytelling,lambda/lambda-llama2-13b,voting,0.6515047
storytelling,lambda/lambda-llama2-13b,voting,0.5557176
storytelling,lambda/lambda-llama2-13b,voting,0.6864841
storytelling,lambda/lambda-llama2-13b,voting,0.5143481
storytelling,lambda/lambda-llama2-13b,voting,0.26512176
storytelling,lambda/lambda-llama2-13b,voting,0.61223954
storytelling,lambda/lambda-llama2-13b,voting,0.4450389
storytelling,lambda/lambda-llama2-13b,voting,0.5304956
storytelling,lambda/lambda-llama2-13b,voting,0.66525793
storytelling,lambda/lambda-llama2-13b,voting,0.5744421
storytelling,lambda/lambda-llama2-13b,voting,0.5693739
storytelling,lambda/lambda-llama2-13b,voting,0.44851094
storytelling,lambda/lambda-llama2-13b,voting,0.633322
storytelling,lambda/lambda-llama2-13b,voting,0.6788225
storytelling,lambda/lambda-llama2-13b,voting,0.46843842
storytelling,lambda/lambda-llama2-13b,voting,0.61750484
storytelling,lambda/lambda-llama2-13b,voting,0.6299031
storytelling,lambda/lambda-llama2-13b,voting,0.6667509
storytelling,lambda/lambda-llama2-13b,voting,0.40561157
storytelling,lambda/lambda-llama2-13b,voting,0.37197793
storytelling,lambda/lambda-llama2-13b,voting,0.52869356
storytelling,lambda/lambda-llama2-13b,voting,0.57207805
storytelling,lambda/lambda-llama2-13b,voting,0.5635871
storytelling,lambda/lambda-llama2-13b,voting,0.61208105
storytelling,lambda/lambda-llama2-13b,voting,0.49368134
storytelling,lambda/lambda-llama2-13b,voting,0.6424321
storytelling,lambda/lambda-llama2-13b,voting,0.46107155
storytelling,lambda/lambda-llama2-13b,voting,0.56141144
storytelling,groq/llama3-70b,voting,0.5705671
storytelling,groq/llama3-70b,voting,0.65196556
storytelling,groq/llama3-70b,voting,0.65106046
storytelling,groq/llama3-70b,voting,0.7544912
storytelling,groq/llama3-70b,voting,0.65757275
storytelling,groq/llama3-70b,voting,0.5445401
storytelling,groq/llama3-70b,voting,0.6955359
storytelling,groq/llama3-70b,voting,0.58120096
storytelling,groq/llama3-70b,voting,0.69496095
storytelling,groq/llama3-70b,voting,0.5316632
storytelling,groq/llama3-70b,voting,0.3038743
storytelling,groq/llama3-70b,voting,0.6211985
storytelling,groq/llama3-70b,voting,0.47937775
storytelling,groq/llama3-70b,voting,0.5883639
storytelling,groq/llama3-70b,voting,0.7002402
storytelling,groq/llama3-70b,voting,0.5843675
storytelling,groq/llama3-70b,voting,0.6233826
storytelling,groq/llama3-70b,voting,0.5079875
storytelling,groq/llama3-70b,voting,0.61380756
storytelling,groq/llama3-70b,voting,0.7254394
storytelling,groq/llama3-70b,voting,0.6031002
storytelling,groq/llama3-70b,voting,0.59694755
storytelling,groq/llama3-70b,voting,0.66334957
storytelling,groq/llama3-70b,voting,0.65847546
storytelling,groq/llama3-70b,voting,0.4032265
storytelling,groq/llama3-70b,voting,0.47117856
storytelling,groq/llama3-70b,voting,0.5410158
storytelling,groq/llama3-70b,voting,0.5552915
storytelling,groq/llama3-70b,voting,0.6011431
storytelling,groq/llama3-70b,voting,0.67661256
storytelling,groq/llama3-70b,voting,0.60567534
storytelling,groq/llama3-70b,voting,0.63546914
storytelling,groq/llama3-70b,voting,0.5307556
storytelling,groq/llama3-70b,voting,0.6170466
storytelling,gemini/gemini-pro,voting,0.53241986
storytelling,gemini/gemini-pro,voting,0.60781133
storytelling,gemini/gemini-pro,voting,0.5892236
storytelling,gemini/gemini-pro,voting,0.8051876
storytelling,gemini/gemini-pro,voting,0.6325093
storytelling,gemini/gemini-pro,voting,0.48312378
storytelling,gemini/gemini-pro,voting,0.6371044
storytelling,gemini/gemini-pro,voting,0.55331373
storytelling,gemini/gemini-pro,voting,0.6974859
storytelling,gemini/gemini-pro,voting,0.5546421
storytelling,gemini/gemini-pro,voting,0.4470271
storytelling,gemini/gemini-pro,voting,0.5836336
storytelling,gemini/gemini-pro,voting,0.5263805
storytelling,gemini/gemini-pro,voting,0.6768079
storytelling,gemini/gemini-pro,voting,0.6825275
storytelling,gemini/gemini-pro,voting,0.6041986
storytelling,gemini/gemini-pro,voting,0.6618295
storytelling,gemini/gemini-pro,voting,0.46468872
storytelling,gemini/gemini-pro,voting,0.59731895
storytelling,gemini/gemini-pro,voting,0.7400224
storytelling,gemini/gemini-pro,voting,0.5449413
storytelling,gemini/gemini-pro,voting,0.64113426
storytelling,gemini/gemini-pro,voting,0.6162609
storytelling,gemini/gemini-pro,voting,0.672915
storytelling,gemini/gemini-pro,voting,0.41891593
storytelling,gemini/gemini-pro,voting,0.49724525
storytelling,gemini/gemini-pro,voting,0.5612308
storytelling,gemini/gemini-pro,voting,0.6423128
storytelling,gemini/gemini-pro,voting,0.65294826
storytelling,gemini/gemini-pro,voting,0.7078903
storytelling,gemini/gemini-pro,voting,0.57009524
storytelling,gemini/gemini-pro,voting,0.6446661
storytelling,gemini/gemini-pro,voting,0.6229647
storytelling,gemini/gemini-pro,voting,0.60985243
storytelling,mistral/mistral-small,voting,0.57137835
storytelling,mistral/mistral-small,voting,0.7262877
storytelling,mistral/mistral-small,voting,0.66583097
storytelling,mistral/mistral-small,voting,0.82926536
storytelling,mistral/mistral-small,voting,0.7513282
storytelling,mistral/mistral-small,voting,0.58031404
storytelling,mistral/mistral-small,voting,0.6868602
storytelling,mistral/mistral-small,voting,0.6233398
storytelling,mistral/mistral-small,voting,0.71458507
storytelling,mistral/mistral-small,voting,0.64111006
storytelling,mistral/mistral-small,voting,0.4355451
storytelling,mistral/mistral-small,voting,0.6563033
storytelling,mistral/mistral-small,voting,0.5660917
storytelling,mistral/mistral-small,voting,0.6421829
storytelling,mistral/mistral-small,voting,0.72457373
storytelling,mistral/mistral-small,voting,0.6677335
storytelling,mistral/mistral-small,voting,0.7538683
storytelling,mistral/mistral-small,voting,0.4993767
storytelling,mistral/mistral-small,voting,0.6858341
storytelling,mistral/mistral-small,voting,0.7526892
storytelling,mistral/mistral-small,voting,0.64163506
storytelling,mistral/mistral-small,voting,0.68091345
storytelling,mistral/mistral-small,voting,0.66087395
storytelling,mistral/mistral-small,voting,0.67046416
storytelling,mistral/mistral-small,voting,0.45264477
storytelling,mistral/mistral-small,voting,0.52600914
storytelling,mistral/mistral-small,voting,0.5945684
storytelling,mistral/mistral-small,voting,0.6743583
storytelling,mistral/mistral-small,voting,0.69264317
storytelling,mistral/mistral-small,voting,0.7168354
storytelling,mistral/mistral-small,voting,0.6400645
storytelling,mistral/mistral-small,voting,0.6823372
storytelling,mistral/mistral-small,voting,0.6915961
storytelling,mistral/mistral-small,voting,0.65890586
storytelling,mistral/mistral-medium,voting,0.5747932
storytelling,mistral/mistral-medium,voting,0.69878423
storytelling,mistral/mistral-medium,voting,0.65594816
storytelling,mistral/mistral-medium,voting,0.82438296
storytelling,mistral/mistral-medium,voting,0.73296535
storytelling,mistral/mistral-medium,voting,0.55947584
storytelling,mistral/mistral-medium,voting,0.6918604
storytelling,mistral/mistral-medium,voting,0.6004856
storytelling,mistral/mistral-medium,voting,0.70100045
storytelling,mistral/mistral-medium,voting,0.6242229
storytelling,mistral/mistral-medium,voting,0.46534666
storytelling,mistral/mistral-medium,voting,0.6402961
storytelling,mistral/mistral-medium,voting,0.4883417
storytelling,mistral/mistral-medium,voting,0.6311494
storytelling,mistral/mistral-medium,voting,0.7344978
storytelling,mistral/mistral-medium,voting,0.65198195
storytelling,mistral/mistral-medium,voting,0.7298709
storytelling,mistral/mistral-medium,voting,0.45940784
storytelling,mistral/mistral-medium,voting,0.68106246
storytelling,mistral/mistral-medium,voting,0.7428836
storytelling,mistral/mistral-medium,voting,0.628813
storytelling,mistral/mistral-medium,voting,0.6781862
storytelling,mistral/mistral-medium,voting,0.63267744
storytelling,mistral/mistral-medium,voting,0.65213704
storytelling,mistral/mistral-medium,voting,0.41323355
storytelling,mistral/mistral-medium,voting,0.4963323
storytelling,mistral/mistral-medium,voting,0.5951308
storytelling,mistral/mistral-medium,voting,0.67497367
storytelling,mistral/mistral-medium,voting,0.7049138
storytelling,mistral/mistral-medium,voting,0.72340864
storytelling,mistral/mistral-medium,voting,0.6446259
storytelling,mistral/mistral-medium,voting,0.655175
storytelling,mistral/mistral-medium,voting,0.6902461
storytelling,mistral/mistral-medium,voting,0.6322996
storytelling,openai/gpt-3.5-turbo,backcheck,0.94321764
storytelling,openai/gpt-3.5-turbo,backcheck,0.9772079
storytelling,openai/gpt-3.5-turbo,backcheck,0.97930866
storytelling,openai/gpt-3.5-turbo,backcheck,0.9831941
storytelling,openai/gpt-3.5-turbo,backcheck,0.9710537
storytelling,openai/gpt-3.5-turbo,backcheck,0.9486661
storytelling,openai/gpt-3.5-turbo,backcheck,0.97707075
storytelling,openai/gpt-3.5-turbo,backcheck,0.9808246
storytelling,openai/gpt-3.5-turbo,backcheck,0.98056126
storytelling,openai/gpt-3.5-turbo,backcheck,0.9069054
storytelling,openai/gpt-3.5-turbo,backcheck,0.91640246
storytelling,openai/gpt-3.5-turbo,backcheck,0.96956575
storytelling,openai/gpt-3.5-turbo,backcheck,0.9318073
storytelling,openai/gpt-3.5-turbo,backcheck,0.96636
storytelling,openai/gpt-3.5-turbo,backcheck,0.96058726
storytelling,openai/gpt-3.5-turbo,backcheck,0.9092342
storytelling,openai/gpt-3.5-turbo,backcheck,0.9712362
storytelling,openai/gpt-3.5-turbo,backcheck,0.9458269
storytelling,openai/gpt-3.5-turbo,backcheck,0.94783473
storytelling,openai/gpt-3.5-turbo,backcheck,0.9843434
storytelling,openai/gpt-3.5-turbo,backcheck,0.97631603
storytelling,openai/gpt-3.5-turbo,backcheck,0.8638791
storytelling,openai/gpt-3.5-turbo,backcheck,0.96490586
storytelling,openai/gpt-3.5-turbo,backcheck,0.91379833
storytelling,openai/gpt-3.5-turbo,backcheck,0.9664759
storytelling,openai/gpt-3.5-turbo,backcheck,0.9019438
storytelling,openai/gpt-3.5-turbo,backcheck,0.9616959
storytelling,openai/gpt-3.5-turbo,backcheck,0.8553477
storytelling,openai/gpt-3.5-turbo,backcheck,0.9498375
storytelling,openai/gpt-3.5-turbo,backcheck,0.98045427
storytelling,openai/gpt-3.5-turbo,backcheck,0.9657293
storytelling,openai/gpt-3.5-turbo,backcheck,0.9752877
storytelling,openai/gpt-3.5-turbo,backcheck,0.9649042
storytelling,openai/gpt-3.5-turbo,backcheck,0.96295726
storytelling,openai/gpt-4,backcheck,0.94321764
storytelling,openai/gpt-4,backcheck,0.9772079
storytelling,openai/gpt-4,backcheck,0.97930866
storytelling,openai/gpt-4,backcheck,0.9831941
storytelling,openai/gpt-4,backcheck,0.9710537
storytelling,openai/gpt-4,backcheck,0.9486661
storytelling,openai/gpt-4,backcheck,0.97707075
storytelling,openai/gpt-4,backcheck,0.9808246
storytelling,openai/gpt-4,backcheck,0.98056126
storytelling,openai/gpt-4,backcheck,0.9069054
storytelling,openai/gpt-4,backcheck,0.91640246
storytelling,openai/gpt-4,backcheck,0.96956575
storytelling,openai/gpt-4,backcheck,0.9318073
storytelling,openai/gpt-4,backcheck,0.96636
storytelling,openai/gpt-4,backcheck,0.96058726
storytelling,openai/gpt-4,backcheck,0.9092342
storytelling,openai/gpt-4,backcheck,0.9712362
storytelling,openai/gpt-4,backcheck,0.9458269
storytelling,openai/gpt-4,backcheck,0.94783473
storytelling,openai/gpt-4,backcheck,0.9843434
storytelling,openai/gpt-4,backcheck,0.97631603
storytelling,openai/gpt-4,backcheck,0.8638791
storytelling,openai/gpt-4,backcheck,0.96490586
storytelling,openai/gpt-4,backcheck,0.91379833
storytelling,openai/gpt-4,backcheck,0.9664759
storytelling,openai/gpt-4,backcheck,0.9019438
storytelling,openai/gpt-4,backcheck,0.9616959
storytelling,openai/gpt-4,backcheck,0.8553477
storytelling,openai/gpt-4,backcheck,0.9498375
storytelling,openai/gpt-4,backcheck,0.98045427
storytelling,openai/gpt-4,backcheck,0.9657293
storytelling,openai/gpt-4,backcheck,0.9752877
storytelling,openai/gpt-4,backcheck,0.9649042
storytelling,openai/gpt-4,backcheck,0.96295726
storytelling,openai/gpt-4o,backcheck,0.94321764
storytelling,openai/gpt-4o,backcheck,0.9772079
storytelling,openai/gpt-4o,backcheck,0.97930866
storytelling,openai/gpt-4o,backcheck,0.9831941
storytelling,openai/gpt-4o,backcheck,0.9710537
storytelling,openai/gpt-4o,backcheck,0.9486661
storytelling,openai/gpt-4o,backcheck,0.97707075
storytelling,openai/gpt-4o,backcheck,0.9808246
storytelling,openai/gpt-4o,backcheck,0.98056126
storytelling,openai/gpt-4o,backcheck,0.9069054
storytelling,openai/gpt-4o,backcheck,0.91640246
storytelling,openai/gpt-4o,backcheck,0.96956575
storytelling,openai/gpt-4o,backcheck,0.9318073
storytelling,openai/gpt-4o,backcheck,0.96636
storytelling,openai/gpt-4o,backcheck,0.96058726
storytelling,openai/gpt-4o,backcheck,0.9092342
storytelling,openai/gpt-4o,backcheck,0.9712362
storytelling,openai/gpt-4o,backcheck,0.9458269
storytelling,openai/gpt-4o,backcheck,0.94783473
storytelling,openai/gpt-4o,backcheck,0.9843434
storytelling,openai/gpt-4o,backcheck,0.97631603
storytelling,openai/gpt-4o,backcheck,0.8638791
storytelling,openai/gpt-4o,backcheck,0.96490586
storytelling,openai/gpt-4o,backcheck,0.91379833
storytelling,openai/gpt-4o,backcheck,0.9664759
storytelling,openai/gpt-4o,backcheck,0.9019438
storytelling,openai/gpt-4o,backcheck,0.9616959
storytelling,openai/gpt-4o,backcheck,0.8553477
storytelling,openai/gpt-4o,backcheck,0.9498375
storytelling,openai/gpt-4o,backcheck,0.98045427
storytelling,openai/gpt-4o,backcheck,0.9657293
storytelling,openai/gpt-4o,backcheck,0.9752877
storytelling,openai/gpt-4o,backcheck,0.9649042
storytelling,openai/gpt-4o,backcheck,0.96295726
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.94321764
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9772079
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.97930866
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9831941
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9710537
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9486661
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.97707075
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9808246
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.98056126
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9069054
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.91640246
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.96956575
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9318073
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.96636
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.96058726
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9092342
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9712362
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9458269
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.94783473
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9843434
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.97631603
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.8638791
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.96490586
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.91379833
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9664759
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9019438
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9616959
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.8553477
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9498375
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.98045427
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9657293
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9752877
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9649042
storytelling,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.96295726
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.94321764
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9772079
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.97930866
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9831941
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9710537
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9486661
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.97707075
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9808246
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.98056126
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9069054
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.91640246
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.96956575
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9318073
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.96636
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.96058726
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9092342
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9712362
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9458269
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.94783473
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9843434
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.97631603
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.8638791
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.96490586
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.91379833
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9664759
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9019438
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9616959
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.8553477
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9498375
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.98045427
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9657293
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9752877
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9649042
storytelling,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.96295726
storytelling,lambda/lambda-llama2-13b,backcheck,0.94321764
storytelling,lambda/lambda-llama2-13b,backcheck,0.9772079
storytelling,lambda/lambda-llama2-13b,backcheck,0.97930866
storytelling,lambda/lambda-llama2-13b,backcheck,0.9831941
storytelling,lambda/lambda-llama2-13b,backcheck,0.9710537
storytelling,lambda/lambda-llama2-13b,backcheck,0.9486661
storytelling,lambda/lambda-llama2-13b,backcheck,0.97707075
storytelling,lambda/lambda-llama2-13b,backcheck,0.9808246
storytelling,lambda/lambda-llama2-13b,backcheck,0.98056126
storytelling,lambda/lambda-llama2-13b,backcheck,0.9069054
storytelling,lambda/lambda-llama2-13b,backcheck,0.91640246
storytelling,lambda/lambda-llama2-13b,backcheck,0.96956575
storytelling,lambda/lambda-llama2-13b,backcheck,0.9318073
storytelling,lambda/lambda-llama2-13b,backcheck,0.96636
storytelling,lambda/lambda-llama2-13b,backcheck,0.96058726
storytelling,lambda/lambda-llama2-13b,backcheck,0.9092342
storytelling,lambda/lambda-llama2-13b,backcheck,0.9712362
storytelling,lambda/lambda-llama2-13b,backcheck,0.9458269
storytelling,lambda/lambda-llama2-13b,backcheck,0.94783473
storytelling,lambda/lambda-llama2-13b,backcheck,0.9843434
storytelling,lambda/lambda-llama2-13b,backcheck,0.97631603
storytelling,lambda/lambda-llama2-13b,backcheck,0.8638791
storytelling,lambda/lambda-llama2-13b,backcheck,0.96490586
storytelling,lambda/lambda-llama2-13b,backcheck,0.91379833
storytelling,lambda/lambda-llama2-13b,backcheck,0.9664759
storytelling,lambda/lambda-llama2-13b,backcheck,0.9019438
storytelling,lambda/lambda-llama2-13b,backcheck,0.9616959
storytelling,lambda/lambda-llama2-13b,backcheck,0.8553477
storytelling,lambda/lambda-llama2-13b,backcheck,0.9498375
storytelling,lambda/lambda-llama2-13b,backcheck,0.98045427
storytelling,lambda/lambda-llama2-13b,backcheck,0.9657293
storytelling,lambda/lambda-llama2-13b,backcheck,0.9752877
storytelling,lambda/lambda-llama2-13b,backcheck,0.9649042
storytelling,lambda/lambda-llama2-13b,backcheck,0.96295726
storytelling,groq/llama3-70b,backcheck,0.94321764
storytelling,groq/llama3-70b,backcheck,0.9772079
storytelling,groq/llama3-70b,backcheck,0.97930866
storytelling,groq/llama3-70b,backcheck,0.9831941
storytelling,groq/llama3-70b,backcheck,0.9710537
storytelling,groq/llama3-70b,backcheck,0.9486661
storytelling,groq/llama3-70b,backcheck,0.97707075
storytelling,groq/llama3-70b,backcheck,0.9808246
storytelling,groq/llama3-70b,backcheck,0.98056126
storytelling,groq/llama3-70b,backcheck,0.9069054
storytelling,groq/llama3-70b,backcheck,0.91640246
storytelling,groq/llama3-70b,backcheck,0.96956575
storytelling,groq/llama3-70b,backcheck,0.9318073
storytelling,groq/llama3-70b,backcheck,0.96636
storytelling,groq/llama3-70b,backcheck,0.96058726
storytelling,groq/llama3-70b,backcheck,0.9092342
storytelling,groq/llama3-70b,backcheck,0.9712362
storytelling,groq/llama3-70b,backcheck,0.9458269
storytelling,groq/llama3-70b,backcheck,0.94783473
storytelling,groq/llama3-70b,backcheck,0.9843434
storytelling,groq/llama3-70b,backcheck,0.97631603
storytelling,groq/llama3-70b,backcheck,0.8638791
storytelling,groq/llama3-70b,backcheck,0.96490586
storytelling,groq/llama3-70b,backcheck,0.91379833
storytelling,groq/llama3-70b,backcheck,0.9664759
storytelling,groq/llama3-70b,backcheck,0.9019438
storytelling,groq/llama3-70b,backcheck,0.9616959
storytelling,groq/llama3-70b,backcheck,0.8553477
storytelling,groq/llama3-70b,backcheck,0.9498375
storytelling,groq/llama3-70b,backcheck,0.98045427
storytelling,groq/llama3-70b,backcheck,0.9657293
storytelling,groq/llama3-70b,backcheck,0.9752877
storytelling,groq/llama3-70b,backcheck,0.9649042
storytelling,groq/llama3-70b,backcheck,0.96295726
storytelling,gemini/gemini-pro,backcheck,0.94321764
storytelling,gemini/gemini-pro,backcheck,0.9772079
storytelling,gemini/gemini-pro,backcheck,0.97930866
storytelling,gemini/gemini-pro,backcheck,0.9831941
storytelling,gemini/gemini-pro,backcheck,0.9710537
storytelling,gemini/gemini-pro,backcheck,0.9486661
storytelling,gemini/gemini-pro,backcheck,0.97707075
storytelling,gemini/gemini-pro,backcheck,0.9808246
storytelling,gemini/gemini-pro,backcheck,0.98056126
storytelling,gemini/gemini-pro,backcheck,0.9069054
storytelling,gemini/gemini-pro,backcheck,0.91640246
storytelling,gemini/gemini-pro,backcheck,0.96956575
storytelling,gemini/gemini-pro,backcheck,0.9318073
storytelling,gemini/gemini-pro,backcheck,0.96636
storytelling,gemini/gemini-pro,backcheck,0.96058726
storytelling,gemini/gemini-pro,backcheck,0.9092342
storytelling,gemini/gemini-pro,backcheck,0.9712362
storytelling,gemini/gemini-pro,backcheck,0.9458269
storytelling,gemini/gemini-pro,backcheck,0.94783473
storytelling,gemini/gemini-pro,backcheck,0.9843434
storytelling,gemini/gemini-pro,backcheck,0.97631603
storytelling,gemini/gemini-pro,backcheck,0.8638791
storytelling,gemini/gemini-pro,backcheck,0.96490586
storytelling,gemini/gemini-pro,backcheck,0.91379833
storytelling,gemini/gemini-pro,backcheck,0.9664759
storytelling,gemini/gemini-pro,backcheck,0.9019438
storytelling,gemini/gemini-pro,backcheck,0.9616959
storytelling,gemini/gemini-pro,backcheck,0.8553477
storytelling,gemini/gemini-pro,backcheck,0.9498375
storytelling,gemini/gemini-pro,backcheck,0.98045427
storytelling,gemini/gemini-pro,backcheck,0.9657293
storytelling,gemini/gemini-pro,backcheck,0.9752877
storytelling,gemini/gemini-pro,backcheck,0.9649042
storytelling,gemini/gemini-pro,backcheck,0.96295726
storytelling,mistral/mistral-small,backcheck,0.94321764
storytelling,mistral/mistral-small,backcheck,0.9772079
storytelling,mistral/mistral-small,backcheck,0.97930866
storytelling,mistral/mistral-small,backcheck,0.9831941
storytelling,mistral/mistral-small,backcheck,0.9710537
storytelling,mistral/mistral-small,backcheck,0.9486661
storytelling,mistral/mistral-small,backcheck,0.97707075
storytelling,mistral/mistral-small,backcheck,0.9808246
storytelling,mistral/mistral-small,backcheck,0.98056126
storytelling,mistral/mistral-small,backcheck,0.9069054
storytelling,mistral/mistral-small,backcheck,0.91640246
